province,address,price,Construction Type,New Construction,Elevator,Floors in the Building,Floor Area,Number of Rooms,Number of Bathrooms,Ceiling Height,Floor,Balcony,Furniture,Renovation
Kentron,"Արգիշտի փողոց, Երևան","$85,000",Monolith,Yes,Available,14,34,1,1,from 3 m,14,Open balcony,Available,Major Renovation
Arabkir,"Արամ Խաչատրյանի փողոց, Երևան","$380,000",Monolith,Yes,Available,11,139,4,2,from 3.2 m,11,Open balcony,Not available,No Renovation
Kentron,"Tumanyan street, Yerevan","$450,000",Monolith,Yes,Available,7,95,3,1,from 3 m,4,Open balcony,Available,Euro Renovation
Kentron,"Byuzand Street, Yerevan","$260,000",Monolith,Yes,Available,15,54,2,1,from 3.2 m,5,Open balcony,By agreement,Euro Renovation
Kentron,"Marshal Baghramyan avenue, Yerevan","$220,000",Stone,Yes,Available,10,70,3,1,from 3 m,3,Open balcony,By agreement,Euro Renovation
Arabkir,"Avet Avetisyan Street, Yerevan","$123,000",Stone,No,Available,6,76,2,1,from 2.8 m,6,Not available,Not available,Partial Renovation
Arabkir,"Nikoghayos Adonts street, Yerevan","$125,000",Monolith,No,Available,7,100,4,1,from 2.8 m,2,Closed balcony,By agreement,No Renovation
Arabkir,"Ազատության պողոտա, Երևան","$89,000",Panels,No,Available,12,42,1,1,from 2.75 m,8,Not available,By agreement,Euro Renovation
Arabkir,"Mamikonyants street, Yerevan","$110,000",Stone,No,Not available,5,65,3,2,from 2.7 m,2,Open balcony,By agreement,No Renovation
Arabkir,"Komitas avenu, Երևան","$110,000",Stone,No,Not available,4,71,3,1,from 2.6 m,4,Not available,By agreement,Euro Renovation
Kentron,"Sayat Nova avenue, Yerevan","$220,000",Monolith,No,Available,10,81,3,1,from 2.8 m,8,Closed balcony,Not available,Old Renovation
Arabkir,"Komitas Avenue, Yerevan","$125,000",Stone,No,Not available,5,78,3,1,from 2.7 m,2,Closed balcony,By agreement,No Renovation
Kentron,"Երվանդ Քոչարի փողոց, Երևան","$110,000",Panels,No,Available,16,76,2,1,from 2.8 m,16,Open balcony,Partial Furniture,Old Renovation
Arabkir,"Komitas avenu, Երևան","$121,000",Panels,No,Available,9,78,3,1,from 2.75 m,5,Open balcony,Available,Old Renovation
Arabkir,"Sundukyan St, Yerevan","€125,000",Panels,No,Available,10,96,3,1,from 2.75 m,7,Open balcony,Partial Furniture,Old Renovation
Arabkir,"Sundukyan St, Yerevan","$117,000",Stone,No,Not available,5,65,2,1,from 2.75 m,5,Closed balcony,By agreement,Euro Renovation
Arabkir,"Komitas avenu, Երևան","$140,000",Stone,No,Not available,4,75,3,1,from 3 m,3,Closed balcony,By agreement,Euro Renovation
Arabkir,"Hrachya Kochar Street 16, Yerevan","$112,000",Panels,No,Available,9,67,2,1,from 2.8 m,5,Not available,Available,Partial Renovation
Arabkir,"Komitas Avenue, Yerevan","$200,000",Stone,No,Available,7,102,4,1,from 2.8 m,2,Closed balcony,Not available,Old Renovation
Arabkir,"Hayrik Muradyan street 42/2, Yerevan","$145,000",Monolith,Yes,Available,18,67,2,1,from 3 m,4,Closed balcony,Partial Furniture,Euro Renovation
Erebuni,"Khorenatsi street, Yerevan","$79,000",Stone,No,Not available,5,50,2,1,from 2.8 m,5,Closed balcony,Not available,Cosmetic Renovation
Kentron,"Buzand St, Yerevan","$240,000",Monolith,Yes,Available,17,45,2,1,from 3 m,5,Not available,Available,Designer Renovation
Malatia-Sebastia,"Arno Babajanian street, Yerevan","$80,000",Panels,No,Available,9,67,2,1,from 2.8 m,9,Closed balcony,Available,Euro Renovation
Malatia-Sebastia,"Ծովակալ Իսակովի պողոտա, Երևան","$103,000",Panels,No,Available,9,86,4,1,from 2.8 m,6,Closed balcony,Not available,Designer Renovation
Malatia-Sebastia,"Ծովակալ Իսակովի պողոտա, Երևան","$97,000",Panels,No,Available,9,67,2,1,from 2.8 m,5,Closed balcony,Available,Major Renovation
Malatia-Sebastia,"Zoravar Andranik street, Yerevan","$121,000",Panels,No,Available,14,83,4,1,from 2.8 m,3,Closed balcony,Available,Major Renovation
Kentron,"Abovyan street, Yerevan","$495,000",Stone,No,Available,6,136,4,1,from 2.75 m,5,Open balcony,Not available,Euro Renovation
Malatia-Sebastia,"Ohanov street, Yerevan","$110,000",Stone,No,Not available,5,80,3,1,from 2.75 m,5,Multiple balconies,Available,Major Renovation
Malatia-Sebastia,"Arno Babajanian Street, Երևան","$70,000",Panels,No,Available,9,55,2,1,from 2.7 m,8,Not available,Available,Cosmetic Renovation
Ajapnyak,"Նորաշեն թաղամաս, Երևան","$115,000",Panels,No,Available,16,96,3,1,from 2.8 m,14,Multiple balconies,Available,Major Renovation
Ajapnyak,"Margaryan St 12, Yerevan","$79,000",Stone,No,Not available,5,45,2,1,from 2.8 m,2,Closed balcony,Available,Major Renovation
Erebuni,"Նոր Արեշի 42-րդ փողոց 2, Երևան","$83,000",Stone,No,Not available,5,80,3,1,from 2.8 m,2,Open balcony,By agreement,Partial Renovation
Ajapnyak,"Մարգարյան փողոց, Երևան","$102,000",Stone,No,Not available,5,80,3,1,from 2.8 m,5,Multiple balconies,Available,Euro Renovation
Arabkir,"Hrachya Kochar Street, Yerevan","$94,000",Stone,No,Not available,5,35,1,1,from 2.8 m,4,Closed balcony,By agreement,Cosmetic Renovation
Shengavit,"Arshakuniants avenue 39/9, Երևան","$72,000",Stone,Yes,Available,4,59,2,1,from 3 m,4,Not available,Available,Cosmetic Renovation
Davitashen,"SasnaTsrer street, Yerevan","$207,000",Monolith,Yes,Available,15,67,3,1,from 2.75 m,8,Open balcony,Available,Designer Renovation
Ajapnyak,"Նորաշեն թաղամաս, Երևան","$90,000",Panels,No,Available,16,98,4,1,from 2.8 m,13,Multiple balconies,Available,Cosmetic Renovation
Ajapnyak,"Mazmanyan Street, Yerevan","$87,000",Panels,No,Available,14,85,4,1,from 2.8 m,3,Open balcony,Not available,Cosmetic Renovation
Malatia-Sebastia,"Zoravar Andranik street, Yerevan","$72,000",Panels,No,Available,9,43,1,1,from 2.7 m,9,Not available,By agreement,Major Renovation
Ajapnyak,"Բաշինջաղյան փողոց, Yerevan","$85,000",Panels,No,Available,16,80,2,1,from 2.8 m,13,Open balcony,Available,Major Renovation
Kentron,"Aram Street, Yerevan","$720,000",Monolith,Yes,Available,17,131,4,2,from 3 m,7,Open balcony,Available,Designer Renovation
Arabkir,"Kievyan street 14/3, Yerevan","$269,000",Monolith,Yes,Available,17,90,2,1,from 3 m,17,Open balcony,Available,Major Renovation
Nor Nork,"Նանսենի փողոց 9, Երևան","$87,000",Monolith,No,Available,12,64,3,1,from 2.8 m,4,Not available,Partial Furniture,Cosmetic Renovation
Kentron,"Yeznik Koghbatsi street, Yerevan","$270,000",Monolith,No,Available,9,96,3,1,from 2.75 m,7,Not available,By agreement,Major Renovation
Kentron,"Saryan Street, Yerevan","$130,000",Panels,No,Available,11,42,2,1,from 2.75 m,9,Not available,Not available,Major Renovation
Kentron,"Mesrop Mashtots Avenue, Երևան","$149,000",Monolith,No,Available,16,80,2,1,from 2.75 m,16,Open balcony,By agreement,Old Renovation
Kentron,"Abovyan street, Yerevan","$250,000",Stone,No,Not available,5,60,2,1,from 3.2 m,4,Open balcony,By agreement,Major Renovation
Kentron,"Yeznik Koghbatsi street, Yerevan","$129,000",Panels,No,Available,11,40,2,1,from 2.75 m,5,Not available,Available,Euro Renovation
Kentron,"Aram Street, Yerevan","$400,000",Monolith,Yes,Available,14,74,2,1,from 3 m,10,Open balcony,By agreement,Designer Renovation
Kentron,"Nalbandyan street, Yerevan","$230,000",Stone,No,Not available,5,101,3,1,from 3.2 m,5,Open balcony,Not available,Old Renovation
Nor Nork,"Улица Анастаса Микояна 12, Ереван","$120,000",Panels,No,Not available,5,94,4,1,from 2.75 m,5,Open balcony,Available,Euro Renovation
Kentron,"Sayat Nova avenu, Երևան","$208,000",Panels,No,Available,12,90,3,1,from 2.8 m,10,Open balcony,Available,Major Renovation
Kentron,"Moskovyan street 8, Yerevan","$215,000",Stone,No,Not available,5,52,2,1,from 3.2 m,2,Not available,Not available,Old Renovation
Kentron,"Northern Avenue, Yerevan","$710,000",Monolith,Yes,Available,16,175,3,2,from 3 m,14,Open balcony,By agreement,Designer Renovation
Kentron,Yerevan › Kentron,"$165,000",Stone,No,Not available,4,66,2,1,from 3.5 m,4,Open balcony,By agreement,Major Renovation
Kentron,"Argishti street, Yerevan","$92,000",Monolith,Yes,Available,14,37,1,1,from 3.2 m,3,Open balcony,By agreement,Cosmetic Renovation
Erebuni,"Erebuni street 28, Yerevan","$61,000",Stone,No,Not available,5,36,2,1,from 2.75 m,5,Not available,Not available,Designer Renovation
Kentron,"Աբովյան փողոց, Yerevan","$250,000",Stone,No,Not available,5,65,2,1,from 3 m,4,Open balcony,Available,Euro Renovation
Kentron,"Վերին Անտառային փողոց, Երևան","$320,000",Monolith,Yes,Not available,6,100,3,2,from 3 m,4,Open balcony,Not available,No Renovation
Arabkir,"Komitas Avenue 25, Yerevan","$90,000",Stone,No,Not available,5,35,1,1,from 3.2 m,3,Open balcony,Not available,Old Renovation
Shengavit,"Arshakuniats Avenue, Yerevan","$75,000",Stone,No,Not available,5,56,2,1,from 2.75 m,4,Multiple balconies,By agreement,Old Renovation
Kentron,"Yervand Kochar street, Yerevan","$150,000",Panels,No,Available,9,80,3,1,from 2.8 m,8,Closed balcony,Not available,Old Renovation
Nor Nork,"Moldovakan street, Yerevan","$72,000",Panels,No,Available,9,67,3,1,from 2.75 m,9,Closed balcony,Not available,No Renovation
Kanaker-Zeytun,"Dro street 7, Yerevan","$99,000",Stone,No,Not available,5,60,2,1,from 2.75 m,4,Not available,Available,Designer Renovation
Avan,"Avan-Arinj 1st micro 2/3, Yerevan","$93,000",Panels,No,Available,9,53,2,1,from 2.75 m,5,Not available,Available,Designer Renovation
Kentron,"Argishti street, Yerevan","$92,000",Monolith,Yes,Available,14,37,1,1,from 3.2 m,3,Open balcony,By agreement,Cosmetic Renovation
Kentron,"Aram Street, Yerevan","$630,000",Monolith,Yes,Available,15,140,4,1,from 3 m,15,Open balcony,Not available,Euro Renovation
Kentron,"Yeznik Koghbaci Street, Երևան","$210,000",Panels,No,Not available,11,70,3,1,from 2.8 m,8,Closed balcony,By agreement,Euro Renovation
Kentron,"Nalbandyan street, Yerevan","$280,000",Wooden,No,Not available,4,120,3,2,from 3.5 m,1,Closed balcony,Not available,Partial Renovation
Kentron,"Sayat Nova avenu, Երևան","$200,000",Stone,No,Not available,4,68,2,1,from 3 m,2,Closed balcony,By agreement,Euro Renovation
Kentron,"Saryan Street, Yerevan","$135,000",Panels,No,Available,11,40,2,1,from 2.75 m,11,Not available,By agreement,Euro Renovation
Kentron,"Alek Manoukyan street, Yerevan","$790,000",Monolith,Yes,Available,8,352,7,3+,from 3.2 m,8,Not available,Available,Euro Renovation
Kentron,"Yervand Kochar street, Yerevan","$77,000",Panels,No,Available,9,41,1,1,from 2.75 m,9,Open balcony,Not available,Old Renovation
Kentron,Yerevan › Kentron,"$240,000",Stone,No,Not available,5,65,2,1,from 2.8 m,3,Closed balcony,Available,Euro Renovation
Kentron,"Nalbandyan street, Երևան","$250,000",Stone,No,Not available,5,70,2,1,from 3 m,3,Open balcony,By agreement,Major Renovation
Kentron,"Tumanyan street, Yerevan","$450,000",Stone,No,Not available,5,110,4,1,from 2.75 m,3,Open balcony,By agreement,Major Renovation
Kentron,"Tumanyan street, Yerevan","$450,000",Monolith,Yes,Available,8,120,3,2,from 3.2 m,4,Open balcony,Available,Euro Renovation
Kentron,"Yeznik Koghbaci Street, Երևան","$230,000",Panels,No,Available,11,70,2,2,from 2.75 m,3,Closed balcony,Available,Euro Renovation
Shengavit,Yerevan › Shengavit,"$145,000",Stone,No,Not available,6,104,3,2,from 3.5 m,6,Not available,Partial Furniture,Designer Renovation
Kentron,"Mesrop Mashtots, Երևան","$250,000",Stone,No,Not available,5,64,2,1,from 3.2 m,4,Open balcony,By agreement,Old Renovation
Kentron,"Khorenatsi street, Yerevan","$145,000",Stone,No,Not available,4,40,2,1,from 3.2 m,3,Open balcony,Available,Euro Renovation
Kentron,"Թամանյանի փողոց, Երևան","$330,000",Stone,No,Not available,5,70,2,1,from 3.2 m,2,Closed balcony,By agreement,Old Renovation
Kentron,"Saryan Street, Yerevan","$175,000",Panels,No,Available,8,63,2,1,from 2.8 m,4,Closed balcony,Not available,Old Renovation
Kentron,"Mesrop Mashtots Avenue, Yerevan","$225,000",Panels,No,Available,11,70,2,1,from 2.75 m,3,Open balcony,Available,Designer Renovation
Arabkir,"Նիկողայոս Ադոնց փողոց 6, Երևան","40,000,000 ֏",Monolith,Yes,Available,8,48,2,1,from 3 m,3,Not available,Available,Major Renovation
Kentron,"Nalbandyan street, Երևան","$155,000",Stone,No,Not available,4,37,1,1,from 3 m,2,Open balcony,By agreement,Euro Renovation
Kentron,"Frik Street, Yerevan","$185,000",Panels,No,Available,10,92,4,1,from 2.7 m,4,Open balcony,Not available,Old Renovation
Kentron,"Koryun street, Yerevan","$150,000",Stone,No,Not available,5,50,2,2,from 3.2 m,4,Open balcony,By agreement,Major Renovation
Kentron,"Mesrop Mashtots Avenue, Yerevan","$400,000",Stone,No,Available,4,90,3,1,from 3.2 m,4,Open balcony,By agreement,Euro Renovation
Arabkir,"Avan-Arinj 1st micro, Yerevan","$89,000",Panels,No,Available,9,53,2,1,from 2.75 m,7,Closed balcony,Available,Major Renovation
Nor Nork,"Marr street, Yerevan","$110,000",Panels,No,Available,16,104,5,1,from 2.75 m,7,Closed balcony,By agreement,No Renovation
Kentron,"Sayat Nova avenue, Yerevan","$185,000",Stone,No,Not available,5,56,2,1,from 3.2 m,5,Open balcony,By agreement,Major Renovation
Kentron,"Բյուզանդի փողոց, Երևան","$730,000",Monolith,Yes,Available,16,176,4,2,from 3.2 m,7,Open balcony,Not available,No Renovation
Kentron,"Պարոնյան փողոց, Երևան","$360,000",Monolith,Yes,Available,12,132,3,2,from 3.2 m,11,Open balcony,Not available,No Renovation
Kentron,"Marshal Baghramyan avenue, Yerevan","$170,000",Panels,No,Available,9,72,2,1,from 2.75 m,6,Open balcony,Available,Euro Renovation
Kentron,"Argishti street, Yerevan","$194,000",Monolith,Yes,Available,14,95,3,2,from 3.2 m,13,Open balcony,Available,Euro Renovation
Kentron,"Amiryan Street, Yerevan","$230,000",Panels,No,Available,9,95,3,1,from 2.75 m,5,Open balcony,By agreement,Major Renovation
Ajapnyak,"Leningradyan street, Yerevan","$140,000",Panels,No,Available,11,80,3,1,from 2.8 m,10,Closed balcony,Available,Euro Renovation
Kentron,"Aram Street, Yerevan","$250,000",Monolith,Yes,Available,15,67,2,1,from 3 m,7,Open balcony,Not available,Euro Renovation
Kentron,"Արամի փողոց, Երևան","$400,000",Stone,No,Not available,5,115,4,2,from 3.2 m,2,Open balcony,Available,Euro Renovation
Kentron,"Amiryan street, Երևան","$350,000",Panels,No,Available,10,115,4,2,from 2.7 m,7,Open balcony,By agreement,Euro Renovation
Kentron,"Aram Street, Yerevan","$365,000",Monolith,Yes,Available,16,90,4,1,from 3.2 m,7,Open balcony,Available,Euro Renovation
Kentron,"Mesrop Mashtots Avenue, Yerevan","$240,000",Stone,No,Not available,5,65,2,1,from 3.2 m,4,Closed balcony,By agreement,Euro Renovation
Kentron,"Sayat Nova avenue, Yerevan","$300,000",Panels,No,Available,12,100,3,1,from 2.7 m,11,Open balcony,By agreement,Euro Renovation
Kentron,"Agatangeghos Street 7, Yerevan","$160,000",Panels,No,Available,11,87,3,1,from 2.75 m,8,Open balcony,By agreement,Cosmetic Renovation
Kentron,"Sayat Nova avenue, Yerevan","$193,000",Panels,No,Available,10,81,3,1,from 2.75 m,8,Closed balcony,Not available,Old Renovation
Kentron,"Mesrop Mashtots Avenue, Yerevan","$270,000",Stone,No,Not available,5,81,3,1,from 3.2 m,3,Open balcony,Available,Major Renovation
Arabkir,"Victor Hambardzumyan Street 18, Yerevan","$130,000",Stone,No,Available,8,40,1,1,from 2.8 m,2,Not available,Available,Euro Renovation
Nork-Marash,"Garegin Hovsepyan Street, Yerevan","$500,000",Monolith,Yes,Available,7,254,3,2,from 3 m,7,Multiple balconies,Available,Designer Renovation
Malatia-Sebastia,"Zoravar Andranik street, Yerevan","$120,000",Panels,No,Available,14,98,4,1,from 2.75 m,9,Closed balcony,Not available,Partial Renovation
Arabkir,"Մամիկոնյանց փողոց 56Ա, Երևան","$180,000",Stone,No,Not available,5,117,4,1,from 2.75 m,5,Open balcony,Available,Major Renovation
Arabkir,"Mamikonyants street 42, Yerevan","$375,000",Monolith,Yes,Available,14,154,4,2,from 3 m,10,Multiple balconies,Available,Major Renovation
Erebuni,"Erebuni street 1, Yerevan","$125,000",Panels,No,Available,9,93,3,1,from 2.75 m,7,Open balcony,By agreement,Major Renovation
Shengavit,"Улица Гарегина Нжде 10, Ереван","$140,000",Stone,No,Not available,4,70,2,2,from 3.2 m,3,Multiple balconies,Available,Old Renovation
Kentron,"Արշակունյաց պողոտա 9/2, Yerevan","$180,000",Monolith,Yes,Available,14,79,2,1,from 3 m,7,Open balcony,Not available,No Renovation
Kentron,"Tamanyan street, Yerevan","$380,000",Stone,No,Not available,5,132,3,1,from 3 m,2,Open balcony,Not available,Euro Renovation
Arabkir,"Aram Khachatryan street, Yerevan","$100,000",Stone,No,Not available,5,55,2,1,from 2.75 m,2,Open balcony,Not available,Cosmetic Renovation
Arabkir,"Papazyan, st","$120,000",Panels,No,Available,16,80,3,1,from 2.75 m,1,Closed balcony,Not available,Major Renovation
Arabkir,"Orbeli Brothers street, Yerevan","$97,000",Stone,No,Not available,5,54,2,1,from 2.7 m,5,Not available,By agreement,Major Renovation
Arabkir,"Komitas Avenue, Yerevan","$210,000",Monolith,Yes,Available,15,70,2,1,from 3 m,13,Not available,Available,Designer Renovation
Arabkir,"Victor Hambardzumyan Street, Yerevan","$100,000",Panels,No,Available,10,43,2,1,from 2.75 m,10,Not available,Available,Designer Renovation
Arabkir,"Orbeli Brothers street, Yerevan","$85,000",Panels,No,Available,10,42,1,1,from 2.8 m,5,Open balcony,Not available,Partial Renovation
Kanaker-Zeytun,"Azatutyan Avenue, Yerevan","$145,000",Stone,No,Not available,5,72,2,1,from 3.2 m,4,Open balcony,Available,Major Renovation
Davitashen,"Davidashen 4-th block 49, Yerevan","$229,000",Stone,Yes,Available,11,101,3,1,from 3 m,7,Open balcony,Available,Major Renovation
Kentron,"Խորենացու փողոց, Երևան","$125,000",Panels,No,Available,14,83,3,2,from 3 m,14,Closed balcony,Partial Furniture,Major Renovation
Kentron,"Kajaznuni street, Yerevan","$150,000",Panels,No,Available,9,70,2,1,from 2.8 m,6,Not available,Not available,Old Renovation
Kentron,"Paronyan street, Yerevan","$257,000",Monolith,Yes,Not available,15,111,3,1,from 3 m,8,Not available,Not available,No Renovation
Kentron,"Argishti Street, Yerevan","$140,000",Monolith,Yes,Available,14,55,2,1,from 3.5 m,2,Not available,Available,Euro Renovation
Arabkir,Yerevan › Arabkir,"$400,000",Monolith,Yes,Available,14,132,2,2,from 3.2 m,13,Open balcony,Available,Major Renovation
Davitashen,"Անաստաս Միկոյան փողոց 25A, Երևան","$120,000",Monolith,Yes,Available,4,63,2,1,from 3 m,4,Open balcony,Partial Furniture,Major Renovation
Arabkir,Yerevan › Arabkir,"$236,000",Monolith,Yes,Available,7,83,3,1,from 3.2 m,5,Multiple balconies,Available,Major Renovation
Arabkir,"Սունդուկյան փողոց, Երևան","$130,000",Panels,No,Available,12,63,3,1,from 2.75 m,11,Open balcony,Available,Partial Renovation
Ajapnyak,"Leningradyan street, Yerevan","$70,000",Stone,No,Not available,5,44,2,1,from 2.7 m,5,Closed balcony,By agreement,Euro Renovation
Kentron,"Argishti street, Երևան","175,000,000 ֏",Monolith,Yes,Available,15,211,4,3+,from 3 m,10,Open balcony,Not available,No Renovation
Kentron,"Արամի փողոց, Երևան","$350,000",Monolith,Yes,Available,11,96,3,2,from 3 m,4,Open balcony,Not available,Major Renovation
Kentron,"Moskovyan street, Yerevan","$360,000",Stone,No,Not available,4,90,3,1,from 3.5 m,4,Multiple balconies,Partial Furniture,Euro Renovation
Kentron,"Abovyan street, Yerevan","$450,000",Monolith,Yes,Available,6,82,3,1,from 3.2 m,6,Not available,Available,Major Renovation
Nor Nork,"Դավիթ Մալյան փողոց, Երևան","$96,000",Panels,No,Available,9,74,3,1,from 2.75 m,5,Closed balcony,By agreement,Old Renovation
Kentron,"Khorenatsi street, Yerevan","$205,000",Monolith,Yes,Available,8,99,3,1,from 3 m,6,Open balcony,Not available,Major Renovation
Kanaker-Zeytun,"Nazaret Surenyan street, Yerevan","$87,000",Panels,No,Available,9,47,1,1,from 2.75 m,2,Closed balcony,By agreement,Euro Renovation
Arabkir,"Komitas Avenue, Yerevan","$150,000",Monolith,Yes,Available,18,65,2,1,from 3 m,3,Closed balcony,Not available,Major Renovation
Kentron,"Tigran Mets Avenue, Yerevan","$155,000",Stone,No,Not available,5,126,4,1,from 3 m,5,Not available,Not available,Major Renovation
Arabkir,"Nikoghayos Adonts street, Yerevan","$190,000",Monolith,Yes,Available,18,74,4,2,from 3 m,13,Not available,Available,Designer Renovation
Kentron,"Yervand Kochar street, Yerevan","$120,000",Panels,No,Available,12,80,2,1,from 2.8 m,1,Not available,Not available,Partial Renovation
Kentron,"Zakian street 1, Yerevan","$220,000",Monolith,Yes,Available,5,71,2,1,from 3 m,5,Closed balcony,Not available,Major Renovation
Kentron,"Նալբանդյան փողոց, Երևան","$200,000",Stone,No,Not available,6,67,3,1,from 2.7 m,4,Open balcony,Not available,Euro Renovation
Kentron,"Nalbandyan street, Yerevan","$367,000",Stone,No,Not available,5,186,5,2,from 3 m,5,Closed balcony,Not available,Major Renovation
Arabkir,"Հակոբ Հակոբյան փողոց, Երևան","$175,000",Stone,No,Not available,6,109,4,2,from 2.8 m,4,Open balcony,Not available,Cosmetic Renovation
Kentron,"Khorenatsi street, Yerevan","$175,000",Monolith,Yes,Available,13,47,2,1,from 3 m,4,Not available,By agreement,Major Renovation
Shengavit,"Arshakuniats Avenue, Yerevan","$78,000",Stone,No,Not available,5,38,1,1,from 2.7 m,3,Closed balcony,Not available,Old Renovation
Arabkir,"Hrachya Kochar Street, Yerevan","$175,000",Panels,No,Available,9,156,3,1,from 2.75 m,9,Open balcony,Available,Old Renovation
Kentron,"Երվանդ Քոչարի փողոց, Երևան","$129,000",Monolith,No,Available,10,52,2,1,from 2.8 m,8,Not available,Not available,Major Renovation
Kentron,"Sayat Nova avenue, Yerevan","$190,000",Stone,No,Not available,6,80,3,1,from 2.7 m,4,Closed balcony,Available,Old Renovation
Kentron,"Avetik Isahakyan street, Yerevan","$210,000",Panels,No,Available,9,125,4,1,from 2.8 m,3,Not available,Not available,Euro Renovation
Arabkir,"Aram Khachatryan street, Yerevan","$97,000",Panels,No,Available,9,67,3,1,from 2.75 m,3,Closed balcony,Available,Partial Renovation
Kentron,"Վարդանանց փողոց, Երևան","$95,000",Panels,No,Available,11,40,2,1,from 3 m,11,Not available,Available,Major Renovation
Kentron,"Zavaryan street, Yerevan","$87,000",Panels,No,Available,9,42,1,1,from 2.75 m,7,Not available,Available,Partial Renovation
Kentron,"Նար-Դոսի փողոց, Երևան","$97,000",Panels,No,Available,9,48,2,1,from 2.8 m,9,Open balcony,Partial Furniture,Major Renovation
Arabkir,"Nairi Zaryan street 140, Yerevan","$210,000",Monolith,Yes,Available,17,85,3,1,from 3 m,7,Open balcony,Not available,No Renovation
Davitashen,"Davidashen 1-st block, Yerevan","$159,000",Panels,No,Available,9,79,3,1,from 2.8 m,7,Not available,Partial Furniture,Major Renovation
Erebuni,"Ռոստովյան փողոց, Երևան","$68,500",Stone,No,Not available,5,33,1,1,from 2.6 m,3,Open balcony,Available,Euro Renovation
Shengavit,"Տարոնցի փողոցի 1-ին նրբանցք 1, Երևան","$59,500",Stone,Yes,Not available,2,34,2,1,from 2.75 m,2,Not available,Available,Major Renovation
Kentron,"Khorenatsi street 17, Yerevan","$148,000",Monolith,Yes,Not available,7,61,2,1,from 3 m,4,Open balcony,Not available,Major Renovation
Arabkir,"Marshal Baghramyan avenue 85, Yerevan","$245,000",Stone,No,Not available,5,80,4,1,from 2.8 m,4,Not available,Available,Designer Renovation
Erebuni,"Erebuni street, Yerevan","$53,200",Stone,Yes,Not available,3,38,2,1,from 3.2 m,1,Open balcony,Not available,Partial Renovation
Arabkir,"Mamikonyants street 25, Yerevan","$230,000",Stone,No,Not available,5,73,3,1,from 3.2 m,5,Open balcony,Available,Major Renovation
Erebuni,"Tigran Mets Avenue, Yerevan","$129,000",Stone,No,Not available,4,101,3,1,from 2.75 m,2,Multiple balconies,Available,Cosmetic Renovation
Shengavit,"Ներքին Չարբախ թաղամաս 62/2, Երևան","$23,500",Panels,No,Available,9,17,1,1,from 2.8 m,1,Closed balcony,Not available,Partial Renovation
Kentron,"Forest Street, Yerevan","$235,000",Monolith,Yes,Available,13,113,3,2,from 3 m,5,Multiple balconies,Not available,No Renovation
Davitashen,"Դավթաշեն 3-րդ թաղամաս, Երևան","$150,000",Panels,No,Available,9,95,4,1,from 2.75 m,6,Open balcony,Available,Major Renovation
Erebuni,"Ռոստովյան փողոց, Երևան","$68,500",Stone,No,Not available,5,33,1,1,from 2.6 m,3,Open balcony,Available,Euro Renovation
Nor Nork,"Ակսել Բակունցի փողոց, Երևան","$87,000",Stone,No,Not available,5,52,2,1,from 3 m,2,Closed balcony,Partial Furniture,Euro Renovation
Kentron,"Մովսես Խորենացու փողոց, Երևան","$124,000",Panels,No,Available,14,69,3,1,from 2.7 m,1,Not available,Available,Partial Renovation
Arabkir,"Tbilisyan Highway 7/8, Yerevan","$80,000",Monolith,Yes,Not available,4,45,2,1,from 2.8 m,2,Not available,By agreement,Euro Renovation
Nor Nork,"Թոթովենցի փողոց, Երևան","$52,000",Panels,No,Not available,5,37,1,1,from 2.7 m,1,Closed balcony,Not available,Old Renovation
Arabkir,"Komitas Ave, Yerevan","$189,000",Stone,No,Not available,5,102,4,1,from 2.75 m,4,Open balcony,Partial Furniture,Cosmetic Renovation
Shengavit,Yerevan › Shengavit,"$80,000",Stone,No,Not available,4,55,2,1,from 2.75 m,3,Closed balcony,Partial Furniture,Euro Renovation
Shengavit,"Չեխովի փողոց 39, Երևան","$85,000",Monolith,Yes,Available,12,45,2,1,from 2.8 m,5,Closed balcony,Available,Major Renovation
Nor Nork,"Մոլդովական փողոց, Երևան","$72,000",Panels,No,Available,9,67,2,1,from 2.75 m,9,Closed balcony,Not available,No Renovation
Shengavit,"Մանանդյանի փողոց, Երևան","$105,000",Stone,No,Not available,2,68,2,1,from 3 m,2,Multiple balconies,Available,Major Renovation
Avan,"Ավան-Առինջ 2-րդ միկրոշրջան, Երևան","$120,000",Panels,No,Available,9,82,4,1,from 2.75 m,7,Closed balcony,Available,Euro Renovation
Shengavit,"Արշակունյաց պողոտա, Երևան","$82,000",Panels,No,Available,9,45,1,1,from 2.8 m,5,Closed balcony,Not available,Euro Renovation
Shengavit,"Մանանդյանի փողոց, Երևան","$165,000",Stone,No,Not available,4,105,3,2,from 3 m,2,Multiple balconies,Available,Major Renovation
Shengavit,"Մանանդյանի փողոց, Երևան","$65,000",Stone,No,Not available,4,34,1,1,from 3 m,2,Closed balcony,Available,Major Renovation
Shengavit,"Garegin Nzhdeh Street, Yerevan","$180,000",Stone,No,Not available,4,92,4,1,from 3.2 m,4,Multiple balconies,Partial Furniture,Major Renovation
Shengavit,"Մանանդյան փողոց, Երևան","$113,000",Stone,No,Not available,4,68,2,1,from 3 m,2,Closed balcony,Partial Furniture,Euro Renovation
